timestamp,correlationId,system,eventType,details_or_flowName
2026-04-28T05:03:43.205153Z,556b3e15-a76,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:43.205153Z,556b3e15-a76,APP_CONNECT,ERROR,Status=401
2026-04-28T05:03:43.235153Z,79ac7833-3a7,API,REQUEST,GET /v1/accounts API=account-api
2026-04-28T05:03:43.235153Z,79ac7833-3a7,API,ERROR,StatusCode=401 Latency=106ms
2026-04-28T05:03:43.235153Z,79ac7833-3a7,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=1cae5600-4891-4e
2026-04-28T05:03:43.235153Z,79ac7833-3a7,MQ,ERROR,Message failed processing Status=401
2026-04-28T05:03:43.235153Z,79ac7833-3a7,APP_CONNECT,FLOW_START,account-api
2026-04-28T05:03:43.235153Z,79ac7833-3a7,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:43.235153Z,79ac7833-3a7,APP_CONNECT,ERROR,Status=401
2026-04-28T05:03:43.305153Z,92c75270-0f0,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:43.305153Z,92c75270-0f0,API,ERROR,StatusCode=502 Latency=38ms
2026-04-28T05:03:43.305153Z,92c75270-0f0,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=87e496aa-e4e6-47
2026-04-28T05:03:43.305153Z,92c75270-0f0,MQ,ERROR,Message failed processing Status=502
2026-04-28T05:03:43.305153Z,92c75270-0f0,APP_CONNECT,FLOW_START,payment-api
2026-04-28T05:03:43.305153Z,92c75270-0f0,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:43.305153Z,92c75270-0f0,APP_CONNECT,ERROR,Status=502
2026-04-28T05:03:43.445153Z,1435cbb5-c28,API,REQUEST,POST /v1/loan/apply API=loan-api
2026-04-28T05:03:43.445153Z,1435cbb5-c28,API,ERROR,StatusCode=504 Latency=355ms
2026-04-28T05:03:43.445153Z,1435cbb5-c28,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=f2256f09-ce36-4a
2026-04-28T05:03:43.445153Z,1435cbb5-c28,MQ,ERROR,Message failed processing Status=504
2026-04-28T05:03:43.445153Z,1435cbb5-c28,APP_CONNECT,FLOW_START,loan-api
2026-04-28T05:03:43.445153Z,1435cbb5-c28,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:43.445153Z,1435cbb5-c28,APP_CONNECT,ERROR,Status=504
2026-04-28T05:03:43.525153Z,b9389eed-ec7,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:43.525153Z,b9389eed-ec7,API,ERROR,StatusCode=502 Latency=381ms
2026-04-28T05:03:43.525153Z,b9389eed-ec7,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=3664abd1-58d2-4e
2026-04-28T05:03:43.525153Z,b9389eed-ec7,MQ,ERROR,Message failed processing Status=502
2026-04-28T05:03:43.525153Z,b9389eed-ec7,APP_CONNECT,FLOW_START,payment-api
2026-04-28T05:03:43.525153Z,b9389eed-ec7,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:43.525153Z,b9389eed-ec7,APP_CONNECT,ERROR,Status=502
2026-04-28T05:03:43.675153Z,9debcc99-ad4,API,REQUEST,POST /v1/loan/apply API=loan-api
2026-04-28T05:03:43.675153Z,9debcc99-ad4,API,ERROR,StatusCode=500 Latency=252ms
2026-04-28T05:03:43.675153Z,9debcc99-ad4,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=10b0a703-de4c-41
2026-04-28T05:03:43.675153Z,9debcc99-ad4,MQ,ERROR,Message failed processing Status=500
2026-04-28T05:03:43.675153Z,9debcc99-ad4,APP_CONNECT,FLOW_START,loan-api
2026-04-28T05:03:43.675153Z,9debcc99-ad4,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:43.675153Z,9debcc99-ad4,APP_CONNECT,ERROR,Status=500
2026-04-28T05:03:43.695153Z,beaeea7a-489,API,REQUEST,POST /v1/loan/apply API=loan-api
2026-04-28T05:03:43.695153Z,beaeea7a-489,API,ERROR,StatusCode=504 Latency=351ms
2026-04-28T05:03:43.695153Z,beaeea7a-489,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=61501a1b-f5c6-40
2026-04-28T05:03:43.695153Z,beaeea7a-489,MQ,ERROR,Message failed processing Status=504
2026-04-28T05:03:43.695153Z,beaeea7a-489,APP_CONNECT,FLOW_START,loan-api
2026-04-28T05:03:43.695153Z,beaeea7a-489,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:43.695153Z,beaeea7a-489,APP_CONNECT,ERROR,Status=504
2026-04-28T05:03:43.995153Z,57981989-69b,API,REQUEST,GET /v1/accounts API=account-api
2026-04-28T05:03:43.995153Z,57981989-69b,API,ERROR,StatusCode=500 Latency=156ms
2026-04-28T05:03:43.995153Z,57981989-69b,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=9a1d36f4-5e0e-42
2026-04-28T05:03:43.995153Z,57981989-69b,MQ,ERROR,Message failed processing Status=500
2026-04-28T05:03:43.995153Z,57981989-69b,APP_CONNECT,FLOW_START,account-api
2026-04-28T05:03:43.995153Z,57981989-69b,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:43.995153Z,57981989-69b,APP_CONNECT,ERROR,Status=500
2026-04-28T05:03:44.055153Z,1dafdb38-731,API,REQUEST,GET /v1/accounts API=account-api
2026-04-28T05:03:44.055153Z,1dafdb38-731,API,ERROR,StatusCode=502 Latency=393ms
2026-04-28T05:03:44.055153Z,1dafdb38-731,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=8e495ed7-1e87-42
2026-04-28T05:03:44.055153Z,1dafdb38-731,MQ,ERROR,Message failed processing Status=502
2026-04-28T05:03:44.055153Z,1dafdb38-731,APP_CONNECT,FLOW_START,account-api
2026-04-28T05:03:44.055153Z,1dafdb38-731,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.055153Z,1dafdb38-731,APP_CONNECT,ERROR,Status=502
2026-04-28T05:03:44.105153Z,535fe6ba-338,API,REQUEST,GET /v1/accounts API=account-api
2026-04-28T05:03:44.105153Z,535fe6ba-338,API,ERROR,StatusCode=500 Latency=317ms
2026-04-28T05:03:44.105153Z,535fe6ba-338,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=eb8cd6ef-791e-45
2026-04-28T05:03:44.105153Z,535fe6ba-338,MQ,ERROR,Message failed processing Status=500
2026-04-28T05:03:44.105153Z,535fe6ba-338,APP_CONNECT,FLOW_START,account-api
2026-04-28T05:03:44.105153Z,535fe6ba-338,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.105153Z,535fe6ba-338,APP_CONNECT,ERROR,Status=500
2026-04-28T05:03:44.245153Z,af43840b-62b,API,REQUEST,GET /v1/accounts API=account-api
2026-04-28T05:03:44.245153Z,af43840b-62b,API,ERROR,StatusCode=500 Latency=236ms
2026-04-28T05:03:44.245153Z,af43840b-62b,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=0859f45e-b2f0-4e
2026-04-28T05:03:44.245153Z,af43840b-62b,MQ,ERROR,Message failed processing Status=500
2026-04-28T05:03:44.245153Z,af43840b-62b,APP_CONNECT,FLOW_START,account-api
2026-04-28T05:03:44.245153Z,af43840b-62b,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.245153Z,af43840b-62b,APP_CONNECT,ERROR,Status=500
2026-04-28T05:03:44.285153Z,28386992-f5c,API,REQUEST,GET /v1/accounts API=account-api
2026-04-28T05:03:44.285153Z,28386992-f5c,API,ERROR,StatusCode=500 Latency=195ms
2026-04-28T05:03:44.285153Z,28386992-f5c,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=4cdd7e29-e189-4c
2026-04-28T05:03:44.285153Z,28386992-f5c,MQ,ERROR,Message failed processing Status=500
2026-04-28T05:03:44.285153Z,28386992-f5c,APP_CONNECT,FLOW_START,account-api
2026-04-28T05:03:44.285153Z,28386992-f5c,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.285153Z,28386992-f5c,APP_CONNECT,ERROR,Status=500
2026-04-28T05:03:44.475153Z,7646abe3-d78,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:44.475153Z,7646abe3-d78,API,ERROR,StatusCode=502 Latency=243ms
2026-04-28T05:03:44.475153Z,7646abe3-d78,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=28d8a175-6b60-4e
2026-04-28T05:03:44.475153Z,7646abe3-d78,MQ,ERROR,Message failed processing Status=502
2026-04-28T05:03:44.475153Z,7646abe3-d78,APP_CONNECT,FLOW_START,payment-api
2026-04-28T05:03:44.475153Z,7646abe3-d78,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.475153Z,7646abe3-d78,APP_CONNECT,ERROR,Status=502
2026-04-28T05:03:44.535153Z,310c6ed2-473,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:44.535153Z,310c6ed2-473,API,ERROR,StatusCode=504 Latency=81ms
2026-04-28T05:03:44.535153Z,310c6ed2-473,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=9330a108-3310-4c
2026-04-28T05:03:44.535153Z,310c6ed2-473,MQ,ERROR,Message failed processing Status=504
2026-04-28T05:03:44.535153Z,310c6ed2-473,APP_CONNECT,FLOW_START,payment-api
2026-04-28T05:03:44.535153Z,310c6ed2-473,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.535153Z,310c6ed2-473,APP_CONNECT,ERROR,Status=504
2026-04-28T05:03:44.675153Z,f805edd4-319,API,REQUEST,POST /v1/customer/create API=customer-api
2026-04-28T05:03:44.675153Z,f805edd4-319,API,ERROR,StatusCode=504 Latency=372ms
2026-04-28T05:03:44.675153Z,f805edd4-319,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=b87ed237-b1ed-4e
2026-04-28T05:03:44.675153Z,f805edd4-319,MQ,ERROR,Message failed processing Status=504
2026-04-28T05:03:44.675153Z,f805edd4-319,APP_CONNECT,FLOW_START,customer-api
2026-04-28T05:03:44.675153Z,f805edd4-319,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.675153Z,f805edd4-319,APP_CONNECT,ERROR,Status=504
2026-04-28T05:03:44.805153Z,c7914d10-508,API,REQUEST,GET /v1/accounts API=account-api
2026-04-28T05:03:44.805153Z,c7914d10-508,API,ERROR,StatusCode=504 Latency=385ms
2026-04-28T05:03:44.805153Z,c7914d10-508,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=8a1d2db0-32fa-4e
2026-04-28T05:03:44.805153Z,c7914d10-508,MQ,ERROR,Message failed processing Status=504
2026-04-28T05:03:44.805153Z,c7914d10-508,APP_CONNECT,FLOW_START,account-api
2026-04-28T05:03:44.805153Z,c7914d10-508,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.805153Z,c7914d10-508,APP_CONNECT,ERROR,Status=504
2026-04-28T05:03:44.875153Z,bc202a9c-218,API,REQUEST,GET /v1/accounts API=account-api
2026-04-28T05:03:44.875153Z,bc202a9c-218,API,ERROR,StatusCode=502 Latency=430ms
2026-04-28T05:03:44.875153Z,bc202a9c-218,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=74aea9a7-9203-4d
2026-04-28T05:03:44.875153Z,bc202a9c-218,MQ,ERROR,Message failed processing Status=502
2026-04-28T05:03:44.875153Z,bc202a9c-218,APP_CONNECT,FLOW_START,account-api
2026-04-28T05:03:44.875153Z,bc202a9c-218,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.875153Z,bc202a9c-218,APP_CONNECT,ERROR,Status=502
2026-04-28T05:03:44.915153Z,d72c45cf-79c,API,REQUEST,POST /v1/loan/apply API=loan-api
2026-04-28T05:03:44.915153Z,d72c45cf-79c,API,ERROR,StatusCode=504 Latency=196ms
2026-04-28T05:03:44.915153Z,d72c45cf-79c,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=6a2439f6-7d76-4b
2026-04-28T05:03:44.915153Z,d72c45cf-79c,MQ,ERROR,Message failed processing Status=504
2026-04-28T05:03:44.915153Z,d72c45cf-79c,APP_CONNECT,FLOW_START,loan-api
2026-04-28T05:03:44.915153Z,d72c45cf-79c,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:44.915153Z,d72c45cf-79c,APP_CONNECT,ERROR,Status=504
2026-04-28T05:03:45.045153Z,c67c9fef-4d6,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:45.045153Z,c67c9fef-4d6,API,ERROR,StatusCode=500 Latency=271ms
2026-04-28T05:03:45.045153Z,c67c9fef-4d6,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=b12420a9-bb3f-4e
2026-04-28T05:03:45.045153Z,c67c9fef-4d6,MQ,ERROR,Message failed processing Status=500
2026-04-28T05:03:45.045153Z,c67c9fef-4d6,APP_CONNECT,FLOW_START,payment-api
2026-04-28T05:03:45.045153Z,c67c9fef-4d6,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.045153Z,c67c9fef-4d6,APP_CONNECT,ERROR,Status=500
2026-04-28T05:03:45.295153Z,e70aac38-c2a,API,REQUEST,POST /v1/customer/create API=customer-api
2026-04-28T05:03:45.295153Z,e70aac38-c2a,API,ERROR,StatusCode=401 Latency=311ms
2026-04-28T05:03:45.295153Z,e70aac38-c2a,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=04526652-3fc2-43
2026-04-28T05:03:45.295153Z,e70aac38-c2a,MQ,ERROR,Message failed processing Status=401
2026-04-28T05:03:45.295153Z,e70aac38-c2a,APP_CONNECT,FLOW_START,customer-api
2026-04-28T05:03:45.295153Z,e70aac38-c2a,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.295153Z,e70aac38-c2a,APP_CONNECT,ERROR,Status=401
2026-04-28T05:03:45.455153Z,a72a21ef-6b8,API,REQUEST,POST /v1/loan/apply API=loan-api
2026-04-28T05:03:45.455153Z,a72a21ef-6b8,API,ERROR,StatusCode=504 Latency=292ms
2026-04-28T05:03:45.455153Z,a72a21ef-6b8,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=77c7701a-7602-4c
2026-04-28T05:03:45.455153Z,a72a21ef-6b8,MQ,ERROR,Message failed processing Status=504
2026-04-28T05:03:45.455153Z,a72a21ef-6b8,APP_CONNECT,FLOW_START,loan-api
2026-04-28T05:03:45.455153Z,a72a21ef-6b8,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.455153Z,a72a21ef-6b8,APP_CONNECT,ERROR,Status=504
2026-04-28T05:03:45.495153Z,a0828e6e-bb9,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:45.495153Z,a0828e6e-bb9,API,ERROR,StatusCode=504 Latency=471ms
2026-04-28T05:03:45.495153Z,a0828e6e-bb9,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=84fb0a39-8e13-45
2026-04-28T05:03:45.495153Z,a0828e6e-bb9,MQ,ERROR,Message failed processing Status=504
2026-04-28T05:03:45.495153Z,a0828e6e-bb9,APP_CONNECT,FLOW_START,payment-api
2026-04-28T05:03:45.495153Z,a0828e6e-bb9,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.495153Z,a0828e6e-bb9,APP_CONNECT,ERROR,Status=504
2026-04-28T05:03:45.545153Z,04ec3d69-75c,API,REQUEST,POST /v1/customer/create API=customer-api
2026-04-28T05:03:45.545153Z,04ec3d69-75c,API,ERROR,StatusCode=500 Latency=307ms
2026-04-28T05:03:45.545153Z,04ec3d69-75c,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=386b7276-2fa6-44
2026-04-28T05:03:45.545153Z,04ec3d69-75c,MQ,ERROR,Message failed processing Status=500
2026-04-28T05:03:45.545153Z,04ec3d69-75c,APP_CONNECT,FLOW_START,customer-api
2026-04-28T05:03:45.545153Z,04ec3d69-75c,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.545153Z,04ec3d69-75c,APP_CONNECT,ERROR,Status=500
2026-04-28T05:03:45.685153Z,3c7224b8-d8c,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:45.685153Z,3c7224b8-d8c,API,ERROR,StatusCode=401 Latency=279ms
2026-04-28T05:03:45.685153Z,3c7224b8-d8c,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=f0e03dbb-c3bc-4e
2026-04-28T05:03:45.685153Z,3c7224b8-d8c,MQ,ERROR,Message failed processing Status=401
2026-04-28T05:03:45.685153Z,3c7224b8-d8c,APP_CONNECT,FLOW_START,payment-api
2026-04-28T05:03:45.685153Z,3c7224b8-d8c,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.685153Z,3c7224b8-d8c,APP_CONNECT,ERROR,Status=401
2026-04-28T05:03:45.745153Z,eaf54fb0-cd5,API,REQUEST,GET /v1/accounts API=account-api
2026-04-28T05:03:45.745153Z,eaf54fb0-cd5,API,ERROR,StatusCode=500 Latency=485ms
2026-04-28T05:03:45.745153Z,eaf54fb0-cd5,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=e4392f0f-7076-44
2026-04-28T05:03:45.745153Z,eaf54fb0-cd5,MQ,ERROR,Message failed processing Status=500
2026-04-28T05:03:45.745153Z,eaf54fb0-cd5,APP_CONNECT,FLOW_START,account-api
2026-04-28T05:03:45.745153Z,eaf54fb0-cd5,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.745153Z,eaf54fb0-cd5,APP_CONNECT,ERROR,Status=500
2026-04-28T05:03:45.905153Z,a275d76b-cfd,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:45.905153Z,a275d76b-cfd,API,ERROR,StatusCode=502 Latency=387ms
2026-04-28T05:03:45.905153Z,a275d76b-cfd,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=df2fc6a8-a8ab-44
2026-04-28T05:03:45.905153Z,a275d76b-cfd,MQ,ERROR,Message failed processing Status=502
2026-04-28T05:03:45.905153Z,a275d76b-cfd,APP_CONNECT,FLOW_START,payment-api
2026-04-28T05:03:45.905153Z,a275d76b-cfd,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.905153Z,a275d76b-cfd,APP_CONNECT,ERROR,Status=502
2026-04-28T05:03:45.935153Z,60af35d6-4bc,API,REQUEST,POST /v1/loan/apply API=loan-api
2026-04-28T05:03:45.935153Z,60af35d6-4bc,API,ERROR,StatusCode=500 Latency=303ms
2026-04-28T05:03:45.935153Z,60af35d6-4bc,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=e3a25a25-6b18-4c
2026-04-28T05:03:45.935153Z,60af35d6-4bc,MQ,ERROR,Message failed processing Status=500
2026-04-28T05:03:45.935153Z,60af35d6-4bc,APP_CONNECT,FLOW_START,loan-api
2026-04-28T05:03:45.935153Z,60af35d6-4bc,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.935153Z,60af35d6-4bc,APP_CONNECT,ERROR,Status=500
2026-04-28T05:03:45.965153Z,9b77438f-7c0,API,REQUEST,POST /v1/customer/create API=customer-api
2026-04-28T05:03:45.965153Z,9b77438f-7c0,API,ERROR,StatusCode=504 Latency=244ms
2026-04-28T05:03:45.965153Z,9b77438f-7c0,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=317a8753-8155-44
2026-04-28T05:03:45.965153Z,9b77438f-7c0,MQ,ERROR,Message failed processing Status=504
2026-04-28T05:03:45.965153Z,9b77438f-7c0,APP_CONNECT,FLOW_START,customer-api
2026-04-28T05:03:45.965153Z,9b77438f-7c0,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.965153Z,9b77438f-7c0,APP_CONNECT,ERROR,Status=504
2026-04-28T05:03:45.985153Z,ac5da748-d6b,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:45.985153Z,ac5da748-d6b,API,ERROR,StatusCode=401 Latency=371ms
2026-04-28T05:03:45.985153Z,ac5da748-d6b,MQ,MESSAGE_PUT,Queue=REQUEST.Q MsgId=90b7119a-837b-44
2026-04-28T05:03:45.985153Z,ac5da748-d6b,MQ,ERROR,Message failed processing Status=401
2026-04-28T05:03:45.985153Z,ac5da748-d6b,APP_CONNECT,FLOW_START,payment-api
2026-04-28T05:03:45.985153Z,ac5da748-d6b,APP_CONNECT,TRANSFORM,
2026-04-28T05:03:45.985153Z,ac5da748-d6b,APP_CONNECT,ERROR,Status=401
2026-04-28T05:03:46.205153Z,290c7f9d-47d,API,REQUEST,POST /v1/payment/process API=payment-api
2026-04-28T05:03:46.205153Z,290c7f9d-47d,API,ERROR,StatusCode=401 Latency=130ms
